"41";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"42";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"43";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"44";NULL;"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";NULL;"0";"0";"1";"0"
"45";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"46";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"47";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"48";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"49";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"50";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"51";NULL;"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"52";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"53";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"54";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"55";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"56";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"57";NULL;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"58";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"59";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"60";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"61";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"62";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"63";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"64";NULL;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"65";"adminhtml/catalog_category_helper_sortby_available";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"66";"adminhtml/catalog_category_helper_sortby_default";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"67";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
"68";NULL;"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";NULL;"0";"0";"0";"0"
